目标客户编号,品牌类型,电池技术性能得分,舒适性得分,经济性得分,安全性表现得分,动力性表现得分,驾驶操控性表现得分,外观内饰得分,配置与质量品质得分,户口类型,居住时间,居住区域类型,驾龄,家庭成员数,婚姻类型,子女数,出生年,最高学历,工作年限,单位性质,职位类型,家庭年收入,个人年收入,家庭可支配收入,房贷占收入比,车贷占收入比,购买意愿
1710,1,80.02714133,80.48655005,88.77399094,79.08439366,85.79393203,73.34968152,86.72448794,81.94435512,1,28,2,5,3,5,1,1992,6,6,5,5,23,11,16,0,0,0
1711,1,92.06289183,97.60039467,92.67178702,96.71974265,91.9460638,97.24515753,91.11454584,92.20031227,2,10,2,12,5,6,1,1987,6,10,3,5,25,7,7,20,25,0
1712,1,79.83956868,83.23747961,77.80531758,92.56066173,83.85439911,83.5955792,82.16439024,88.87254642,2,12,1,8,3,5,1,1990,6,8,3,3,24,12,8,20,20,0
1713,1,77.26790856,74.43181455,74.05246448,74.50344395,79.76226137,75.02696464,77.78635512,70.33397033,2,35,2,10,3,2,,1986,5,12,6,2,20,10,16,30,0,0
1714,1,82.41122879,81.09094276,85.16608081,77.76704377,88.86999791,83.5955792,84.49346486,85.54478058,2,38,2,12,4,5,2,1982,4,14,5,3,30,20,13,0,0,0
1715,1,75.23703143,79.33763458,74.05246448,77.76704377,84.01865341,72.48648275,75.49428348,74.08766687,1,15,2,7,5,6,1,1987,6,11,4,5,17,8,9,10,0,0
1716,1,92.80215861,97.63830683,92.67178702,99.98334246,88.86999791,94.70467565,93.26155789,99.98036497,1,10,6,1,3,2,,1999,4,1,4,7,15,8,9,0,0,1
1717,1,75.03336045,71.51175763,62.93884815,78.24065607,80.83856378,80.52038403,75.54330926,70.75990103,2,22,1,18,3,5,1,1978,6,19,2,3,19,11,9,20,0,0
1718,1,64.12293317,73.53620438,66.69170125,66.65889442,74.52217771,69.73977306,71.0551998,77.76472787,2,23,1,3,3,2,,1997,6,3,7,9,22,17,10,30,6,0
1719,1,92.78606028,89.67823808,70.44455435,92.13879294,87.1804715,83.26709373,86.77351371,99.98036497,2,30,1,4,3,5,1,1990,6,7,8,10,20,13,9,20,20,0
1720,1,66.69459328,69.11989267,66.69170125,66.65889442,66.65499787,66.66457788,66.66514189,66.65690932,2,32,2,10,5,6,1,1988,6,10,2,5,12,5,3,20,30,0
1721,1,89.10517527,87.38265275,81.55817068,77.76704377,92.1103181,86.67077438,86.54242535,88.52325126,1,25,1,3,3,5,1,1989,6,8,4,7,35,23,10,30,20,0
1722,1,77.99107701,81.45836097,85.16608081,81.03064359,84.01865341,77.44518886,71.23726238,81.09249372,2,33,1,8,3,5,1,1987,6,8,5,6,13,7,5,10,20,0
1723,1,74.99411386,77.80346762,55.57808492,74.50344395,71.67059668,69.41128758,73.20221184,78.53995373,2,28,1,1,2,3,,1991,6,5,5,4,22,12,14,0,0,0
1724,1,66.13604816,64.94890906,74.05246448,69.92249424,75.98721927,77.77367433,62.22605821,69.98467517,1,10,2,12,4,5,2,1980,6,17,3,2,30,20,20,20,17,0
1725,1,87.33331405,82.2576915,66.54338037,81.03064359,87.09471929,77.77367433,80.05438118,81.09249372,1,11,1,1,3,5,1,1985,5,10,7,9,35,20,25,0,0,0
1726,1,80.38035166,76.54043924,73.9041436,77.76704377,71.67059668,74.69847916,84.31140228,81.86771957,1,9,1,4,3,5,1,1985,5,10,4,2,40,25,30,15,5,0
1727,1,95.43435083,94.3508317,96.27969715,92.13879294,91.88583325,96.91667206,88.94457133,92.54960742,2,33,3,10,3,5,1,1987,6,9,4,4,26,17,11,10,20,0
1728,1,86.89191268,91.92105457,96.27969715,87.97971202,84.01865341,83.38935139,84.48144208,50.31457532,1,8,2,6,3,5,1,1988,6,8,1,4,35,13,13,20,10,0
1729,1,69.8346953,73.25296411,74.05246448,74.92531274,72.74689909,66.66457788,73.32322586,74.01103133,1,30,1,8,2,3,,1978,6,18,5,3,20,10,12,2,2,0
1730,1,73.2061543,75.77902087,59.33093802,70.81797534,77.92675219,77.44518886,77.58024696,78.53995373,2,40,3,15,4,5,2,1980,5,18,2,2,25,15,18,0,13,0
1731,1,81.48957655,85.62934458,77.80531758,81.03064359,80.77833322,77.77367433,79.8723186,85.19548542,2,10,1,6,3,5,1,1986,5,10,4,6,24,16,18,20,0,0
1732,1,67.80381817,65.42708715,66.69170125,66.65889442,69.73106376,71.95176946,62.27508399,77.76472787,2,21,1,2,3,2,,1999,6,1,3,8,24,20,10,30,30,0
1733,1,84.25972045,88.91681971,85.16608081,85.6115933,79.53777651,83.06086591,86.60347392,85.54478058,2,7,2,3,4,2,,1994,6,3,4,8,25,8,9,50,20,0
1734,1,77.80869155,77.80346762,81.55817068,84.7161122,82.55361184,80.52038403,82.15236745,81.44178887,1,17,2,12,3,6,1,1988,6,13,5,8,21,9,8,50,0,0
1735,1,96.15751928,91.88314241,77.95026056,93.45614283,90.80953083,97.24515753,82.08037921,83.99432886,2,30,1,5,3,5,1,1990,4,8,8,10,22,13,12,0,30,0
1736,1,70.37547828,70.95737878,77.80531758,74.08157516,77.76249789,71.95176946,75.67634606,74.43696203,1,10,2,8,3,5,1,1987,4,10,4,7,30,17,11,25,20,0
1737,1,84.32025257,82.07073087,88.91893392,84.7161122,80.83856378,83.06086591,82.15236745,84.76955472,1,12,2,6,3,5,1,1989,6,5,8,10,40,35,30,10,10,0
1738,2,72.22396995,77.80346762,70.44455435,74.08157516,74.52217771,77.77367433,73.38427443,74.08766687,1,5,1,13,3,5,1,1980,5,17,6,2,13,50,50,0,0,0
1739,2,80.56273712,71.71879715,85.16608081,73.18609406,76.46171063,77.44518886,73.15318607,76.98950202,2,27,1,14,5,6,1,1982,6,13,3,6,14,5,4,20,25,0
1740,2,96.48304361,97.50411503,92.67178702,92.56066173,82.55361184,94.49844784,95.42059272,92.54960742,2,12,1,10,3,5,1,1987,6,8,3,2,14,5,6,0,35,0
1741,2,73.92932275,67.4515339,70.29961138,66.65889442,69.8350875,60.84267301,64.70019243,59.99838235,2,38,2,11,2,3,,1982,5,13,6,4,22,16,18,28,0,0
1742,2,73.14562219,70.38292105,77.80531758,77.76704377,69.6708332,77.77367433,73.33524865,70.33397033,2,15,2,6,3,5,1,1980,5,16,4,2,30,24,10,0,0,0
1743,2,66.69459328,66.69011554,66.69170125,66.65889442,66.65499787,69.41128758,73.39629721,69.98467517,1,5,2,3,4,2,,1993,5,6,2,7,20,10,16,0,0,0
1744,2,74.12780654,75.41160266,77.80531758,66.65889442,69.73106376,72.48648275,66.65311911,67.43213518,1,5,1,5,3,5,1,1990,6,7,4,3,20,15,12,0,0,0
1745,2,99.0368881,99.0301718,99.0325502,99.98334246,99.97749794,99.99186723,99.9927132,99.98036497,1,10,1,11,3,5,1,1981,5,16,3,2,25,9,11,0,30,0
1746,2,70.57396208,78.45412611,85.16608081,85.6115933,74.52217771,74.69847916,75.43323492,77.76472787,2,30,1,5,3,2,,1989,6,6,7,9,20,10,14,25,6,0
1747,2,72.42245374,77.44737964,59.33093802,73.60796285,72.91115339,72.48648275,77.76230954,81.09249372,2,32,2,18,5,6,1,1978,6,19,3,6,35,15,14,16,20,0
1748,2,70.57396208,68.71456229,74.05246448,70.81797534,66.81925217,72.48648275,73.20221184,59.22615178,1,10,2,5,3,5,1,1990,6,6,4,4,30,15,26,20,0,0
1749,2,70.57396208,75.77902087,74.05246448,70.81797534,71.50634238,72.48648275,71.0551998,73.66173617,1,10,2,6,3,5,1,1990,5,6,4,5,8,35,20,0,0,0
1750,2,66.51220782,69.88131103,63.08379112,66.65889442,69.89531806,63.58938271,64.37307026,69.98467517,1,20,1,3,3,2,,1985,6,12,1,2,15,8,9,0,0,0
1751,2,73.2061543,67.66990365,74.05246448,74.50344395,69.73106376,72.48648275,69.13927611,71.10919618,1,10,1,8,3,5,1,1985,8,12,4,9,17,30,20,0,0,0
1752,2,68.72547041,76.54043924,74.05246448,77.76704377,77.76249789,77.77367433,77.58024696,77.76472787,1,20,2,10,3,5,2,1969,4,30,4,6,30,20,26,0,0,0
1753,2,69.26625339,64.81471726,70.29961138,70.34436303,60.3386118,64.45258148,57.84802309,55.11946702,1,18,1,6,5,6,1,1990,4,6,4,2,30,20,15,0,0,0
1754,2,55.58049501,64.26033841,59.18261714,69.92249424,66.65499787,61.3773863,55.55595146,62.97984832,1,6,1,3,3,5,1,1988,5,8,3,7,30,12,7,60,0,0
1755,2,48.8040571,53.57438396,40.5632946,63.81422586,42.65472146,60.84267301,60.14009473,74.08766687,1,4,4,6,3,2,,1993,6,4,4,5,8,5,4,25,0,0
1756,2,74.43723255,57.27673391,74.05246448,66.65889442,60.3386118,71.62328399,53.27385036,51.78870588,2,28,1,5,4,4,,1992,6,5,4,4,10,6,7,0,0,0
1757,2,51.09997156,58.28707677,48.06900081,63.3952946,63.26709702,55.01552791,68.75110538,74.08766687,2,20,2,6,3,5,1,1989,5,6,3,4,13,11,10,20,0,0
1758,2,33.15990933,41.56175555,40.70161223,37.48352896,25.23083537,39.14919422,37.88972126,33.32345564,1,13,1,2,3,5,1,1992,6,3,4,7,14,19,25,14,5,0
1759,2,68.54308495,68.71456229,66.69170125,73.60796285,66.65499787,72.48648275,71.23726238,70.75990103,2,25,1,5,4,2,,1995,5,3,4,8,28,9,25,18,6,0
1760,2,73.92932275,75.77902087,81.55817068,81.92612469,77.92675219,74.69847916,80.24846655,76.98950202,2,10,2,7,2,3,,1991,4,6,5,7,15,7,5,15,25,0
1761,2,72.82009786,72.36945563,70.44455435,77.76704377,74.52217771,75.02696464,75.67634606,69.98467517,2,26,2,5,3,5,1,1992,5,4,6,8,28,20,15,30,10,0
1762,2,84.32025257,76.82367951,81.55817068,74.08157516,82.55361184,75.56167793,82.34645282,81.44178887,2,31,1,16,6,6,2,1981,4,18,2,6,21,8,8,20,20,0
1763,2,81.71574634,87.65379133,81.55817068,85.1897245,82.6138424,86.13606108,86.60347392,84.76955472,2,32,1,3,4,5,2,1988,6,9,5,2,37,25,30,30,0,0
1764,2,71.35766264,77.80346762,70.44455435,66.18528212,71.13587477,75.56167793,71.23726238,62.55391762,1,7,1,5,1,1,,1990,6,7,5,7,30,10,7,50,15,0
1765,2,83.21102768,83.23747961,81.55817068,85.1897245,85.62967773,88.88277078,84.44443909,88.87254642,2,11,2,8,3,5,1,1985,6,11,7,9,65,50,40,10,10,0
1766,2,79.83956868,76.54043924,70.44455435,74.50344395,74.68643201,75.02696464,73.20221184,73.66173617,2,30,1,8,4,5,2,1990,6,7,6,2,8,25,16,25,10,0
1767,2,73.38853977,66.1156578,70.29961138,81.92612469,69.73106376,61.3773863,79.8723186,74.43696203,2,10,1,2,3,5,1,1981,5,15,2,5,10,4,4,20,25,0
1768,2,76.51708119,73.70533173,62.93884815,77.76704377,74.52217771,75.02696464,73.20221184,76.98950202,2,5,1,2,4,5,2,1992,5,8,4,2,15,7,9,50,0,0
1769,2,71.68318697,65.33917872,59.18261714,67.13250673,67.18971978,69.53107295,64.25900034,71.53512688,2,30,1,7,3,2,,1989,6,6,4,3,24,11,9,0,35,0
1770,2,75.77781441,77.80346762,74.05246448,77.76704377,74.68643201,69.41128758,73.38427443,74.43696203,2,28,1,6,3,5,1,1992,6,4,6,2,30,25,15,30,15,0
1771,2,80.19796619,68.75247445,59.03767417,77.76704377,74.74666256,77.77367433,82.21341601,77.76472787,1,10,1,3,3,5,1,1986,5,10,8,10,35,15,25,0,0,0
1772,2,81.68806034,67.91523176,74.05246448,74.50344395,69.8350875,75.02696464,75.49428348,71.10919618,2,10,1,5,4,4,,1992,5,8,4,7,30,15,20,30,9,0
1773,2,72.82009786,74.51599249,70.44455435,77.76704377,74.52217771,72.48648275,73.38427443,73.66173617,1,8,1,7,3,5,1,1985,5,10,4,2,50,45,40,0,0,0
1774,2,70.24843774,67.81895212,77.80531758,67.08076321,52.528948,61.3773863,71.10422558,59.22615178,1,3,2,2,1,1,,1995,5,3,5,7,10,5,7,0,0,0
1775,2,76.69946665,77.80346762,77.80531758,77.76704377,77.76249789,77.77367433,77.77433233,77.76472787,2,34,1,2,4,5,2,1986,6,12,5,2,10,25,30,25,0,0
1776,2,71.29713052,69.88131103,59.18261714,63.3952946,63.41467769,71.95176946,57.65393773,58.87685662,1,10,2,4,4,4,,1993,6,3,4,5,13,10,30,0,0,0
1777,2,68.54308495,59.2316568,55.57808492,62.97342581,57.32277647,61.3773863,68.94519074,55.89539064,1,5,2,4,1,1,,1990,6,6,4,5,13,45,40,0,0,0
1778,2,73.2061543,73.34924375,74.05246448,70.34436303,69.89531806,64.45258148,73.38427443,69.98467517,1,10,1,15,3,5,1,1980,5,17,4,1,13,45,30,0,0,0
1779,2,79.83956868,80.19533259,77.80531758,74.50344395,74.74666256,66.66457788,71.04317701,77.76472787,2,26,1,6,3,5,1,1994,6,4,6,8,17,18,10,35,20,0
1780,2,91.88050637,88.15540134,85.16608081,85.6115933,85.62967773,91.62948048,84.31140228,84.76955472,1,38,1,10,3,5,1,1982,5,15,5,7,19,9,7,20,20,0
1781,2,80.7664081,82.07073087,81.55817068,77.76704377,81.00281808,80.52038403,77.77433233,74.43696203,2,30,1,10,4,5,2,1990,6,6,6,9,30,25,10,35,12,0
1782,2,80.7664081,86.89237296,74.05246448,77.76704377,75.98721927,77.77367433,75.49428348,74.43696203,2,30,3,3,3,5,1,1989,5,7,7,9,20,6,10,0,0,0
1783,2,88.92278981,88.91681971,88.91893392,84.29424341,91.9460638,88.88277078,88.88352277,92.97553812,2,40,1,20,5,6,1,1979,5,20,6,4,37,14,14,20,20,0
1784,2,98.00601095,99.0301718,99.0325502,99.98334246,96.73717775,97.24515753,97.89472694,95.87737327,2,32,1,5,6,6,2,1988,4,10,3,4,46,29,22,0,20,0
1785,2,64.84610161,65.42708715,62.93884815,74.08157516,57.32277647,61.3773863,71.0551998,62.55391762,1,5,1,5,3,5,1,1990,4,6,4,7,30,25,15,0,0,0
1786,2,68.54308495,65.42708715,70.44455435,59.70982599,57.32277647,63.91786819,68.76312816,74.08766687,1,4,1,2,3,5,1,1994,4,2,4,8,17,27,17,0,0,0
1787,2,67.00401929,99.0301718,74.05246448,74.50344395,77.76249789,69.41128758,82.15236745,66.65690932,2,15,2,6,3,2,,1992,6,6,4,8,20,10,8,34,12,0
1788,2,64.66371615,63.55055203,62.93884815,69.92249424,63.57893199,66.33609241,64.37307026,62.55391762,1,15,1,5,3,2,,1991,5,5,4,4,25,10,15,20,5,0
1789,2,72.40635542,64.66566879,70.29961138,66.65889442,66.65499787,66.66457788,66.66514189,66.65690932,2,36,1,2,2,3,,1984,6,14,4,2,20,8,12,0,0,0
1790,2,88.92278981,88.91681971,88.91893392,88.87519312,88.86999791,88.88277078,88.88352277,88.87254642,2,38,1,14,3,5,1,1982,4,15,5,2,27,13,13,0,20,0
1791,2,70.57396208,73.53620438,70.44455435,74.50344395,70.97162047,69.41128758,71.23726238,74.43696203,1,6,1,6,5,6,1,1990,6,7,4,1,30,25,20,0,0,0
1792,2,79.65718321,79.06649601,81.55817068,81.03064359,85.62967773,83.06086591,82.21341601,77.76472787,2,13,1,6,3,5,1,1988,6,6,3,8,30,25,16,28,5,0
1793,2,79.45351223,70.3479855,74.05246448,88.87519312,73.4458753,75.56167793,69.07822755,69.20944931,2,20,1,5,2,3,,1978,4,18,9,11,30,5,20,20,15,0
1794,2,75.77781441,64.94890906,74.05246448,70.81797534,74.58240826,86.13606108,82.20139323,78.53995373,2,34,1,16,5,6,1,1979,6,18,2,6,34,13,13,18,20,0
1795,2,96.15751928,95.76290855,92.67178702,96.71974265,94.96189913,97.24515753,93.45564325,95.87737327,2,32,1,7,6,6,2,1988,6,10,3,4,38,15,21,20,0,1
1796,2,60.18303226,66.69011554,66.69170125,67.13250673,63.57893199,66.66457788,66.66514189,59.22615178,1,5,2,3,2,3,,1982,8,15,5,4,40,30,28,25,0,0
1797,2,73.92932275,72.36945563,70.44455435,73.60796285,75.98721927,75.02696464,71.23726238,74.43696203,1,10,2,15,3,5,1,1980,6,15,4,1,50,45,46,0,0,0
1798,1,80.94879357,83.48280772,85.16608081,81.03064359,82.6138424,83.06086591,64.50610706,85.54478058,2,33,1,8,3,5,1,1987,6,8,3,4,13,7,4,0,55,0
1799,1,75.36407197,81.05303059,74.19740745,77.76704377,82.30360534,77.77367433,80.05438118,77.76472787,2,32,1,10,3,2,,1987,5,9,5,1,20,9,14,50,0,0
1800,1,73.33319484,75.77902087,51.96354944,77.76704377,71.13587477,74.69847916,73.1291405,55.11946702,2,28,1,5,5,6,1,1992,6,5,1,8,25,12,20,10,5,0
1801,1,68.72547041,73.53620438,74.05246448,70.81797534,69.73106376,74.69847916,66.66514189,66.65690932,1,20,1,9,4,6,1,1987,6,10,4,2,30,20,15,0,17,0
1802,1,77.80869155,77.80346762,77.80531758,77.76704377,77.76249789,77.77367433,77.77433233,77.76472787,2,38,1,13,6,6,2,1982,5,15,7,9,60,50,50,15,10,0
1803,1,75.77781441,78.78325574,77.80531758,81.03064359,82.7780967,83.5955792,71.0551998,74.43696203,1,15,2,2,4,4,1,1989,5,6,5,5,20,11,15,0,0,0
1804,1,63.56438805,79.73163474,70.1512905,79.55800596,80.83856378,77.44518886,77.56822418,62.55391762,2,30,1,7,5,6,1,1981,6,16,4,6,34,15,12,20,30,0
1805,1,65.77294104,66.97335581,62.93884815,67.08076321,72.74689909,75.02696464,68.76312816,70.33397033,2,3,2,10,3,5,1,1973,8,23,3,7,50,40,25,0,13,0
1806,1,82.95201177,76.61663999,85.31102379,78.66252487,84.07888396,94.70467565,93.26155789,77.33879717,1,5,2,3,4,2,,1996,6,1,5,8,36,15,20,30,8,0
1807,1,99.0368881,97.60039467,88.91893392,96.29787385,96.90143205,99.99186723,99.9927132,99.98036497,2,31,1,7,3,5,1,1988,6,6,4,2,50,26,20,20,25,0
1808,1,88.53673336,90.36680873,88.91893392,99.98334246,88.86999791,94.16996236,93.32260645,99.98036497,2,28,1,7,2,3,,1983,6,14,4,2,17,10,4,25,0,0
1809,1,99.0368881,99.0301718,99.0325502,99.98334246,99.97749794,94.16996236,93.33462924,85.54478058,2,35,1,10,6,3,2,1985,8,10,1,2,50,10,19,30,20,0
1810,1,99.0368881,99.0301718,99.0325502,99.98334246,99.97749794,99.99186723,99.9927132,99.98036497,2,35,1,10,3,5,1,1984,5,10,3,4,15,10,3,0,55,0
1811,1,71.68318697,67.95314392,59.33093802,74.08157516,69.89531806,69.41128758,82.15236745,77.76472787,2,4,1,6,4,4,,1981,6,15,4,7,17,11,5,0,50,0
1812,1,66.69459328,66.69011554,66.69170125,66.65889442,66.65499787,66.66457788,71.04317701,69.98467517,2,15,1,5,3,5,1,1985,4,11,5,2,19,13,9,30,10,0
1813,1,81.36253601,88.02120954,88.91893392,85.6115933,82.07912049,88.88277078,84.44443909,77.76472787,1,17,1,11,5,6,1,1988,5,10,3,6,40,18,20,0,0,1
1814,1,78.91791644,77.80346762,74.05246448,77.76704377,77.76249789,77.77367433,84.44443909,85.19548542,2,30,2,6,6,1,2,1989,6,8,6,4,26,16,16,0,0,0
1815,1,77.82478987,75.89015718,74.19740745,74.02983164,85.56944718,97.24515753,95.61467809,96.65259912,2,20,2,8,2,3,,1988,6,8,1,2,28,16,16,30,20,0
1816,1,86.89191268,85.62934458,77.80531758,88.87519312,84.01865341,88.88277078,84.31140228,84.76955472,2,25,1,2,3,3,1,1992,6,4,4,7,36,19,30,0,0,1
1817,1,85.24190481,87.65379133,88.91893392,85.1897245,80.83856378,83.5955792,84.31140228,88.87254642,2,15,1,8,3,5,1,1988,6,6,3,8,30,25,15,25,5,0
1818,1,79.11640023,81.09094276,66.69170125,80.55703128,79.1673089,78.30838762,79.7392818,81.51842442,2,30,1,11,5,6,1,1990,6,8,4,2,37,28,30,16,6,0
1819,1,76.82650719,77.80346762,77.80531758,81.03064359,81.00281808,77.77367433,84.49346486,81.86771957,1,15,2,8,4,2,,1989,6,6,7,9,70,35,47,0,0,0
1820,1,56.54491723,59.38983689,59.33093802,51.80685187,57.21312163,56.08543578,51.1619421,50.66718016,2,20,1,2,3,7,,1988,6,9,6,2,45,18,6,30,25,0
1821,1,74.25484708,70.9372999,59.33093802,70.81797534,69.73106376,77.77367433,73.33524865,51.78870588,2,10,1,8,5,6,1,1987,6,10,6,2,40,24,22,0,30,0
1822,1,78.13421588,78.66116563,70.44455435,81.45251238,81.00281808,71.95176946,68.88414218,73.73837171,2,33,1,8,3,5,1,1987,6,8,3,4,50,20,15,10,33,0
1823,2,74.66858952,71.10642725,77.80531758,77.76704377,69.89531806,63.91786819,66.48307931,73.66173617,1,30,1,10,5,6,1,1980,5,18,4,6,17,11,4,20,0,0
1824,2,80.22562512,77.80346762,81.55817068,81.03064359,81.00281808,77.77367433,84.44443909,81.86771957,2,29,1,3,5,6,1,1990,5,6,4,5,25,16,7,25,25,0
1825,2,85.04342101,84.64955647,85.16608081,81.92612469,82.6138424,83.5955792,84.49346486,84.76955472,2,34,1,8,3,5,1,1986,5,12,4,5,28,16,18,20,0,0
1826,2,77.26790856,86.89237296,74.05246448,81.92612469,69.73106376,74.69847916,79.86029581,74.86289273,1,6,2,1,3,5,1,1988,6,8,2,4,28,15,19,20,0,0
1827,2,69.26625339,71.10642725,51.82185391,59.23621369,75.98721927,69.41128758,66.66514189,66.65690932,2,37,1,18,3,5,1,1982,6,15,4,2,30,20,10,40,15,0
1828,2,81.68806034,68.56551382,70.44455435,78.24065607,83.85439911,77.23896104,84.49346486,73.66173617,2,20,1,10,3,5,1,1985,6,11,1,4,12,5,9,30,15,0
1829,2,72.66537132,82.2576915,81.55817068,85.1897245,83.85439911,83.5955792,86.7855365,77.76472787,2,10,1,5,3,5,1,1993,5,4,6,5,30,25,15,30,0,0
1830,2,73.15718279,76.54043924,77.80531758,84.7161122,75.98721927,88.88277078,75.62732028,76.98950202,2,28,1,5,2,3,,1991,6,6,6,7,26,10,8,20,20,0
1831,2,88.92278981,88.91681971,81.55817068,85.6115933,85.79393203,86.13606108,84.31140228,84.76955472,2,37,1,10,3,5,1,1984,4,15,5,6,24,12,5,30,25,0
1832,2,81.48957655,79.82791437,77.80531758,85.1897245,77.53801304,75.02696464,79.8723186,73.66173617,2,31,1,10,4,5,2,1988,6,9,4,7,25,10,14,20,0,0
1833,2,78.13421588,82.1234997,85.16608081,71.71345644,77.59824359,80.52038403,75.47023791,85.54478058,2,25,2,8,3,5,1,1985,6,13,6,4,30,28,17,10,0,0
1834,2,73.58702356,82.69795743,81.55817068,85.1897245,79.06328516,77.77367433,77.71328377,81.86771957,2,12,1,8,3,5,1,1992,6,5,3,2,30,20,10,40,0,0
1835,2,74.69624845,77.39813725,77.80531758,85.1897245,80.30384187,74.69847916,82.21341601,82.21701473,2,13,1,10,5,6,1,1991,6,5,6,2,35,25,13,40,5,0
1836,2,81.36253601,82.21977934,81.41322771,74.50344395,77.92675219,72.48648275,77.9684177,81.09249372,1,11,2,2,3,2,,1993,5,3,6,8,16,8,12,0,0,0
1837,2,69.65230984,68.71456229,74.05246448,66.65889442,66.87948273,69.41128758,71.0551998,70.75990103,2,32,2,7,5,6,1,1987,5,7,6,5,23,8,11,0,25,0
1838,2,87.99595038,88.91681971,85.16608081,93.03427403,92.1103181,94.16996236,88.88352277,92.20031227,1,32,1,9,3,5,1,1988,8,7,4,6,17,10,5,0,40,0
1839,2,75.36407197,74.24485392,74.19740745,81.03064359,82.7780967,83.06086591,80.0053554,78.53995373,1,15,1,8,3,2,,1990,5,7,3,2,20,10,14,35,0,0
1840,2,57.42898668,69.77055115,66.69170125,81.92612469,72.97138394,66.66457788,73.39629721,66.65690932,2,47,1,7,5,6,2,1972,5,25,5,6,40,15,21,0,0,0
1841,2,71.29713052,73.34924375,70.44455435,81.92612469,72.91115339,75.02696464,77.77433233,81.44178887,2,6,1,2,4,5,1,1998,5,2,4,5,17,12,10,20,20,0
1842,2,81.51723548,92.64456077,70.44455435,77.76704377,75.98721927,83.26709373,77.77433233,85.97071128,2,10,1,5,4,5,2,1994,5,4,2,5,23,15,10,30,0,0
1843,2,75.05464597,81.93653907,81.55817068,70.81797534,77.59824359,78.10215981,75.67634606,78.11402303,2,30,1,10,3,2,,1989,6,6,6,2,25,12,16,40,0,0
1844,2,87.81356492,66.06288897,70.44455435,70.34436303,71.50634238,66.66457788,77.76230954,70.75990103,1,12,1,7,2,3,,1993,6,5,5,7,20,15,7,0,0,0
1845,2,71.68318697,74.14857428,66.69170125,77.76704377,74.21194065,77.77367433,82.15236745,81.09249372,1,8,1,5,4,2,,1993,5,4,4,9,35,26,12,40,10,0
1846,2,77.80869155,81.36208133,74.05246448,73.60796285,76.15147357,72.48648275,82.16439024,81.86771957,1,15,2,6,5,6,2,1988,5,9,7,9,30,10,10,40,10,0
1847,2,83.93419612,80.23324475,77.80531758,81.03064359,75.98721927,71.95176946,77.77433233,66.65690932,2,39,2,15,3,5,1,1981,6,16,4,2,36,32,32,10,10,0
1848,2,62.01376179,54.55417207,62.93884815,69.92249424,63.74041755,55.22422801,66.43405354,48.53795896,1,11,2,8,3,5,1,1978,5,20,4,3,30,14,10,15,30,0
1849,2,60.36375391,67.09544592,48.21069634,64.70970696,52.94315459,77.56744652,77.76230954,66.23097863,2,5,1,3,3,5,1,1994,6,4,2,5,30,12,11,15,30,0
1850,2,62.09205604,65.83241753,74.05246448,66.65889442,64.8194887,64.124096,66.61611612,69.98467517,1,11,2,9,2,3,,1988,5,9,5,8,50,40,30,10,10,0
1851,2,76.88185212,70.34500888,74.05246448,70.81797534,69.89531806,69.41128758,68.76312816,69.98467517,1,33,1,11,3,6,1,1983,5,13,3,4,40,7,30,20,0,0
1852,2,85.04342101,85.62934458,81.55817068,84.7161122,88.86999791,86.13606108,84.49346486,85.54478058,2,13,2,8,3,5,1,1988,5,8,8,10,40,30,36,10,10,1
1853,1,82.41122879,74.51599249,70.44455435,85.1897245,80.77833322,83.5955792,84.49346486,85.54478058,1,5,1,3,5,6,1,1991,4,8,4,4,20,10,10,20,10,0
1854,1,81.36253601,76.90785746,81.55817068,77.76704377,77.76249789,80.84886951,82.15236745,81.09249372,1,8,2,5,5,6,1,1985,6,12,4,2,25,18,15,10,10,0
1855,1,71.35766264,73.53620438,74.05246448,77.76704377,69.89531806,69.73977306,71.23726238,67.43213518,1,25,3,4,1,1,,1995,6,3,5,8,35,12,13,20,20,0
1856,1,82.82497123,84.64955647,81.55817068,88.87519312,85.62967773,86.13606108,82.16439024,84.76955472,2,35,1,15,3,5,1,1985,6,12,2,7,35,21,24,0,0,1
1857,1,74.12780654,73.53620438,77.80531758,70.81797534,72.91115339,77.77367433,68.95721353,69.98467517,2,28,1,9,3,2,,1992,5,4,3,5,40,22,24,0,0,0
1858,1,83.93419612,85.62934458,81.55817068,88.87519312,82.6138424,86.13606108,84.31140228,84.76955472,2,35,2,10,3,5,1,1985,6,13,6,4,40,20,25,0,0,1
1859,1,84.50263803,84.36631619,81.55817068,77.76704377,81.00281808,80.84886951,84.50548765,85.54478058,2,35,1,10,3,5,1,1984,6,12,3,4,20,13,10,0,0,1
1860,1,77.80869155,83.23747961,74.05246448,81.45251238,80.83856378,86.13606108,73.20221184,74.43696203,2,42,1,6,3,5,1,1978,6,17,5,2,26,15,18,0,0,0
1861,1,70.57396208,75.23949869,74.05246448,69.44888193,76.29745633,78.30838762,62.238081,62.20462247,1,12,3,8,2,3,,1992,5,5,3,8,25,12,10,30,10,0
1862,1,73.38853977,73.34924375,77.80531758,77.76704377,63.57893199,75.02696464,73.39629721,74.43696203,2,28,1,9,3,2,,1991,8,3,4,4,34,24,25,0,0,0
